Аудиодорожки,Субтитры,Качество видео,Год производства,Страна,Жанр,Слоган,Режиссер,Сценарий,Продюсер,Оператор,Композитор,Художник,Монтаж,Бюджет,Маркетинг,Сборы в США,Сборы в мире,Зрители,Премьера в Росcии,Премьера в мире,Релиз на DVD,Возраст,Рейтинг MPAA,Время,Название фильма,Актеры,Оценка фильма,Релиз на Blu-ray,Сборы в России,Ре-релиз (РФ),Цифровой релиз,Директор фильма,4K доступно только на больших экранах,Платформа
,,,['1997'],"['США, Германия']","['триллер, фэнтези, драма, детектив']",['«У зла свой путь к победе»'],['Тейлор Хэкфорд'],"['Джонатан Лемкин, Тони Гилрой, Эндрю Нейдерман']","['Энн Копельсон, Арнольд Копельсон, Арнон Милчен, ...']",['Анджей Бартковяк'],['Джеймс Ньютон Ховард'],"['Бруно Рубео, Дэннис Брэдфорд, Сара Эдвардс, ...']",['Марк Уорнер'],['$57 000 000'],,['$60 944 660'],['+ $92 000 000 = $152 944 660'],['13.3 млн'],,"['13 октября 1997, ...']","['12 сентября 2000, «Мост-Видео»']",['16+'],['R'],['144 мин. / 02:24'],"['Адвокат дьявола (1997)', ""The Devil's Advocate16+""]","['Киану Ривз', 'Аль Пачино', 'Шарлиз Терон', 'Джеффри Джонс', 'Джудит Айви', 'Конни Нильсен', 'Крэйг Т. Нельсон', 'Тамара Тюни', 'Рубен Сантьяго-Хадсон', 'Дебра Монк']",['8.2'],,,,,,,
"['Русский, Японский']","['Русские, Английские']",[],['1989'],['Япония'],"['аниме, мультфильм, фэнтези, комедия, приключения, семейный']","[""«I was feeling blue, but I'm better now»""]",['Хаяо Миядзаки'],"['Хаяо Миядзаки, Эико Кадоно']","['Хаяо Миядзаки, Тору Хара, Тосио Судзуки, ...']",['Сигэо Сугимура'],['Дзё Хисаиси'],['Хироси Оно'],['Такэси Сэяма'],['¥ 800 000 000'],,['$1 004 057'],['+ $3 488 960 = $4 493 017'],['2.6 млн'],"['2 октября 2008, «RUSCICO»']","['29 июля 1989, ...']","['30 ноября 2009, «Ruscico»']",['6+'],['G'],['103 мин. / 01:43'],"['Ведьмина служба доставки (1989)', 'Majo no takkyûbin6+']","['Минами Такаяма', 'Рэи Сакума', 'Каппэи Ямагути', 'Кэйко Тода', 'Миэко Нобусава', 'Коити Миура', 'Харуко Като', 'Хироко Сэки', 'Юрико Футидзаки', 'Коити Ямадэра']",['8.1'],,['$72 411'],"['31 декабря 2020, «Пионер»']",,,,
['Русский'],['Нет'],[],['1968'],"['СССР, Польша, Югославия, Германия (ГДР), Италия']","['драма, мелодрама, военный']",['«Two great armies duel to the death with a million guns and ten thousand tanks... THE GREAT BATTLE»'],['Юрий Озеров'],"['Юрий Бондарев, Оскар Курганов, Юрий Озеров']",,"['Игорь Слабневич, Амина Ахметова, Виталий Абрамов, ...']",['Юрий Левитин'],"['Александр Мягков, Диляра Озерова']",['Екатерина Карпова'],,,,['$5 098'],['56.1 млн'],"['23 февраля 2022, «Мосфильм», «Каро»']","['7 мая 1970, ...']","['2 сентября 2008, «Lizard Cinema Trade»']",['12+'],,['93 мин. / 01:33'],"['Освобождение: Огненная дуга (1968)', '12+']","['Михаил Ульянов', 'Николай Олялин', 'Лариса Голубкина', 'Фриц Диц', 'Петер Штурм', 'Юрий Каморный', 'Бухути Закариадзе', 'Владлен Давыдов', 'Виктор Авдюшко', 'Владислав Стржельчик']",['8.2'],,['$9 424'],,,"['Юрий Джорогов, Лидия Канарейкина']",,
"['Русский, Русский 5.1, Английский, Английский 5.1']",['Русские'],[],['2017'],['США'],['драма'],['«How do you create an ordinary life for an extraordinary girl»'],['Марк Уэбб'],['Том Флинн'],"['Энди Коэн, Карен Ландер, Молли Аллен, ...']",['Стюарт Драйбёрг'],['Роб Симонсен'],"['Лаура Фокс, Чарльз Варга, Эбби О’Салливан, ...']",['Билл Панкоу'],['$7 000 000'],,['$24 801 212'],['+ $18 245 378 = $43 046 590'],,"['1 июня 2017, «Двадцатый Век Фокс СНГ»']","['7 апреля 2017, ...']",,['12+'],['PG-13'],['101 мин. / 01:41'],"['Одаренная (2017)', 'Gifted12+']","['Крис Эванс', 'Маккенна Грейс', 'Линдси Дункан', 'Октавия Спенсер', 'Дженни Слейт', 'Майкл Кендалл Каплан', 'Джон М. Джексон', 'Гленн Пламмер', 'Джон Финн', 'Элизабет Марвел']",['7.9'],,['$342 218'],,"['14 июля 2017, «Двадцатый Век Фокс СНГ»']",,,
['Русский'],['Нет'],,['1984'],['СССР'],"['драма, мелодрама, история']",['—'],['Эльдар Рязанов'],"['Эльдар Рязанов, Александр Островский']",,['Вадим Алисов'],['Андрей Петров'],"['Александр Борисов, Наталья Иванова']",['Валерия Белова'],,,,,['22 млн'],,"['23 ноября 1984, ...']","['11 января 2011, «Парадиз»']",['12+'],,['137 мин. / 02:17'],"['Жестокий романс (1984)', '12+']","['Лариса Гузеева', 'Андрей Мягков', 'Алиса Фрейндлих', 'Никита Михалков', 'Алексей Петренко', 'Виктор Проскурин', 'Георгий Бурков', 'Татьяна Панкова', 'Борислав Брондуков', 'Александр Панкратов-Чёрный']",['8.1'],,,,,"['Лазарь Милькис, Людмила Захарова']",,
"['Русский, Русский 5.1, Английский, Английский 5.1']","['Русские, Английские']",[],['2010'],['США'],"['мультфильм, мюзикл, фэнтези, мелодрама, комедия, приключения, семейный']",['«Приключения предпочитают блондинок»'],"['Нэйтан Грено, Байрон Ховард']","['Дэн Фогельман, Якоб Гримм, Вильгельм Гримм']","['Рой Конли, Глен Кин, Джон Лассетер, ...']",,['Алан Менкен'],"['Дэвид Гетц, Дуглас Роджерс, Дэн Купер']",['Тим Мертенс'],['$260 000 000'],,['$200 821 936'],['+ $390 973 000 = $591 794 936'],['25.4 млн'],"['25 ноября 2010, «WDSSPR»']","['24 ноября 2010, ...']","['22 марта 2011, «Уолт Дисней Компани СНГ»']",['6+'],['PG'],['100 мин. / 01:40'],"['Рапунцель: Запутанная история (2010)', 'Tangled6+']","['Мэнди Мур', 'Закари Ливай', 'Донна Мерфи', 'Рон Перлман', 'М. К. Гейни', 'Джеффри Тэмбор', 'Брэд Гэррет', 'Пол Ф. Томпкинс', 'Ричард Кил', 'Делани Роуз Стейн']",['8.0'],"['29 марта 2011, «Уолт Дисней Компани СНГ»']",['$23 377 477'],,,,,
"['Русский, Русский 5.1, Английский, Английский 5.1']","['Русские, Английские']",[],['2012'],['США'],"['фантастика, боевик, фэнтези, приключения']",['«Avengers Assemble!»'],['Джосс Уидон'],"['Джосс Уидон, Зак Пенн']","['Кевин Файги, Виктория Алонсо, Луис Д’Эспозито, ...']",['Шеймас МакГарви'],['Алан Сильвестри'],"['Джеймс Чинланд, Бенжамин Эдельберг, Янн К. Энджел, ...']","['Джеффри Форд, Лиза Лэссек']",['$220 000 000'],,['$623 357 910'],['+ $895 455 078 = $1 518 812 988'],['78.4 млн'],"['3 мая 2012, «WDSSPR»']","['11 апреля 2012, ...']","['28 августа 2012, «Уолт Дисней Компани СНГ»']",['12+'],['PG-13'],['137 мин. / 02:17'],"['Мстители (2012)', 'The Avengers12+']","['Роберт Дауни мл.', 'Крис Эванс', 'Марк Руффало', 'Крис Хемсворт', 'Скарлетт Йоханссон', 'Джереми Реннер', 'Том Хиддлстон', 'Сэмюэл Л. Джексон', 'Кларк Грегг', 'Коби Смолдерс']",['7.9'],"['28 августа 2012, «Уолт Дисней Компани СНГ»']",['$43 412 056'],,,,,
,,,['2004'],['США'],"['мелодрама, фантастика, драма']",['«Можно стереть любовь из памяти. Выкинуть из сердца - это уже другая история»'],['Мишель Гондри'],"['Чарли Кауфман, Мишель Гондри, Пьер Бисмут']","['Жорж Берманн, Энтони Брегман, Дэвид Л. Бушелл, ...']",['Эллен Кёрас'],['Джон Брайон'],"['Дэн Ли, Дэвид Стейн, Мелисса Тот, ...']",['Вальдис Оускарсдоуттир'],['$20 000 000'],['$10 000 000'],['$34 400 301'],['+ $37 642 574 = $72 042 875'],['5.5 млн'],"['29 апреля 2004, «Парадиз»']","['9 марта 2004, ...']","['26 марта 2009, «Парадиз»']",['16+'],['R'],['108 мин. / 01:48'],"['Вечное сияние чистого разума (2004)', 'Eternal Sunshine of the Spotless Mind16+']","['Джим Керри', 'Кейт Уинслет', 'Кирстен Данст', 'Марк Руффало', 'Элайджа Вуд', 'Том Уилкинсон', 'Томас Джей Райан', 'Джейн Адамс', 'Дэвид Кросс', 'Джерри Роберт Бирн']",['8.0'],"['15 апреля 2010, «Парадиз»']",['$865 579'],,,,,
,,,['2008'],['США'],"['драма, комедия, семейный']","['«Хорошо быть кисою, хорошо собакою...»']",['Дэвид Фрэнкел'],"['Скотт Фрэнк, Дон Рус, Джон Гроган']","['Джил Неттер, Карен Розенфельт, Джозеф М. Караччоло мл., ...']",['Флориан Баллхаус'],['Теодор Шапиро'],"['Стюарт Вурцель, В. Стивен Грэхэм, Синди Эванс, ...']",['Марк Ливолси'],['$60 000 000'],,['$143 153 751'],['+ $112 589 342 = $255 743 093'],['11.5 млн'],"['12 марта 2009, «Двадцатый Век Фокс СНГ»']","['25 декабря 2008, ...']","['9 апреля 2009, «Двадцатый Век Фокс СНГ»']",['12+'],['PG'],['111 мин. / 01:51'],"['Марли и я (2008)', 'Marley & Me12+']","['Оуэн Уилсон', 'Дженнифер Энистон', 'Эрик Дэйн', 'Алан Аркин', 'Кэтлин Тёрнер', 'Нэйтан Гэмбл', 'Хейли Беннетт', 'Энн Дауд', 'Кларк Питерс', 'Финли Якобсен']",['7.8'],"['25 июня 2009, «Двадцатый Век Фокс СНГ»']",['$3 564 287'],,,,,
['Русский'],['Нет'],[],['1987'],['СССР'],"['вестерн, комедия, мюзикл, мелодрама']",['—'],['Алла Сурикова'],['Эдуард Акопов'],,['Григорий Беленький'],['Геннадий Гладков'],"['Евгений Маркович, Светлана Башлыкова']",['Инесса Брожовская'],['₽ 750 000'],,,,['50.6 млн'],,"['23 июня 1987, ...']","['11 января 2011, «Парадиз»']",['12+'],['PG-13'],['98 мин. / 01:38'],"['Человек с бульвара Капуцинов (1987)', '12+']","['Андрей Миронов', 'Александра Яковлева', 'Михаил Боярский', 'Олег Табаков', 'Николай Караченцов', 'Игорь Кваша', 'Лев Дуров', 'Галина Польских', 'Наталья Крачковская', 'Наталья Фатеева']",['8.0'],"['12 апреля 2010, «Цифровой Элемент»']",,,,['Владимир Дудин'],,
